N,KDE_Speedup,AKDE_Speedup
100,4.6723046468419325,67.61941605946772
500,4.171899289648547,112.84567318244586
1000,6.48352717008626,97.99427002330704
2000,5.529548826570073,120.79637629245056
5000,4.525556359449188,74.93903916284587
